24.722,24.722,-0.35841,0,35.5,1.097
24.722,24.722,0,-0.0041571,35.5,0
24.668,24.722,-0.28686,-0.0073287,35.492,0.94283
24.644,24.721,-0.26335,-0.010572,35.487,0.90986
24.626,24.72,-0.25154,-0.012885,35.476,0.90506
24.626,24.719,0,-0.017507,35.467,0.15498
24.626,24.717,0,-0.020856,35.458,0.14381
24.544,24.715,-0.23098,-0.023401,35.458,1.004
24.526,24.713,-0.2199,-0.025618,35.436,0.99993
24.526,24.71,0,-0.027141,35.417,0.32955
24.491,24.707,-0.22841,-0.029751,35.39,1.0983
24.469,24.704,-0.24491,-0.032377,35.368,1.204
24.44,24.701,-0.23755,-0.036047,35.34,1.237
24.419,24.697,-0.25517,-0.038488,35.307,1.3463
24.399,24.694,-0.26861,-0.040825,35.27,1.4393
24.399,24.69,0,-0.042868,35.24,0.53048
24.351,24.685,-0.22058,-0.046304,35.211,1.3401
24.351,24.681,0,-0.04815,35.178,0.60469
24.303,24.676,-0.19004,-0.051822,35.152,1.3134
24.275,24.671,-0.16268,-0.055091,35.116,1.2641
24.268,24.665,-0.1718,-0.055455,35.07,1.3014
24.268,24.66,0,-0.056635,35.03,0.72875
24.244,24.654,-0.1898,-0.057483,34.974,1.398
24.217,24.648,-0.20081,-0.060441,34.942,1.4883
24.194,24.642,-0.20819,-0.06302,34.889,1.558
24.194,24.636,0,-0.066453,34.844,0.82076
24.145,24.629,-0.19976,-0.068341,34.789,1.608
24.145,24.622,0,-0.070837,34.74,0.89347
24.105,24.615,-0.2186,-0.072313,34.674,1.7449
24.089,24.608,-0.21715,-0.073685,34.632,1.7596
24.089,24.601,0,-0.076338,34.58,0.96033
24.056,24.593,-0.18248,-0.076665,34.525,1.6613
24.056,24.585,0,-0.078461,34.472,0.99907
24.026,24.577,-0.11727,-0.079057,34.414,1.4433
24.026,24.57,0,-0.080369,34.359,1.0279
24,24.562,-0.13344,-0.080935,34.302,1.5257
23.99,24.553,-0.14821,-0.081299,34.253,1.5844
23.99,24.545,0,-0.083158,34.197,1.0485
23.961,24.537,-0.10337,-0.083624,34.133,1.4457
23.961,24.529,0,-0.085161,34.076,1.0747
23.934,24.52,0.13829,-0.085381,34.028,0.74038
23.934,24.512,0,-0.081126,33.97,1.1104
23.934,24.503,0,-0.075654,33.912,1.1067
24.03,24.496,0.50444,-0.068299,33.868,0.020168
24.087,24.489,0.55176,-0.059127,33.829,0
24.151,24.483,0.56147,-0.048873,33.785,0
24.199,24.478,0.5649,-0.04108,33.762,0
24.199,24.474,0,-0.031927,33.735,0.52176
24.324,24.471,0.57502,-0.021632,33.721,0
24.384,24.469,0.5996,-0.012557,33.718,0
24.444,24.468,0.61889,-0.0035149,33.708,0
24.502,24.467,0.64402,0.0083048,33.702,0
24.502,24.468,0,0.022822,33.705,0
24.502,24.47,0,0.036134,33.709,0.011255
24.697,24.474,0.69365,0.052721,33.752,0
24.758,24.479,0.61033,0.065792,33.769,0
24.817,24.486,0.47429,0.078282,33.798,0
24.864,24.494,0.30291,0.087469,33.829,0
24.864,24.502,0,0.090815,33.866,0
24.906,24.511,-0.044719,0.093501,33.91,0
24.91,24.521,-0.12476,0.092199,33.956,0
24.896,24.53,-0.17113,0.086774,33.995,0
24.872,24.539,-0.16014,0.079033,34.028,0
24.872,24.547,0,0.075757,34.061,0
24.872,24.554,0,0.069707,34.093,0
24.824,24.561,-0.14322,0.062459,34.13,0
24.814,24.567,-0.11666,0.058427,34.145,0
24.8,24.573,-0.14863,0.053816,34.172,0
24.8,24.579,0,0.050384,34.195,0
24.777,24.584,-0.15101,0.045891,34.203,0.044835
24.753,24.588,-0.13941,0.03899,34.217,0.063218
24.74,24.592,-0.14554,0.035051,34.228,0.10739
24.717,24.596,-0.14448,0.028769,34.239,0.14941
24.694,24.599,-0.14852,0.022663,34.256,0.20431
24.674,24.601,-0.15624,0.017477,34.256,0.26338
24.674,24.603,0,0.011839,34.264,0
24.63,24.604,-0.20823,0.0061628,34.266,0.50355
24.617,24.604,-0.21799,0.0029667,34.262,0.55935
24.603,24.605,-0.18709,-0.00020852,34.268,0.48708
24.594,24.605,-0.12654,-0.001603,34.265,0.32892
24.587,24.604,0.0021923,-0.0024884,34.274,0.025495
24.588,24.604,0.10857,-0.0023185,34.274,0
24.589,24.604,0.23275,-0.0021053,34.263,0
24.603,24.604,0.31882,-0.00014055,34.262,0
24.634,24.604,0.39028,0.0070661,34.27,0
24.634,24.604,0,0.017568,34.273,0
24.716,24.606,0.46776,0.025979,34.292,0
24.716,24.609,0,0.03587,34.303,0
24.809,24.612,0.5509,0.046755,34.316,0
24.809,24.617,0,0.060917,34.336,0
24.938,24.623,0.62471,0.074823,34.371,0
24.994,24.631,0.67401,0.086406,34.398,0
24.994,24.639,0,0.1028,34.434,0
24.994,24.65,0,0.11671,34.469,0
25.216,24.661,0.68492,0.13217,34.543,0
25.275,24.674,0.66958,0.14305,34.602,0
25.341,24.689,0.63457,0.15548,34.671,0
25.399,24.704,0.65261,0.16593,34.739,0
25.399,24.721,0,0.17708,34.808,0
25.536,24.739,0.68877,0.19058,34.887,0
25.603,24.758,0.69292,0.20212,34.96,0
25.679,24.778,0.70383,0.21576,35.048,0
25.752,24.799,0.7014,0.22819,35.131,0
25.752,24.822,0,0.23947,35.225,0
25.752,24.846,0,0.24913,35.317,0
25.752,24.871,0,0.25736,35.406,0
26.005,24.897,0.67686,0.26647,35.562,0
26.064,24.924,0.65419,0.27461,35.682,0
26.137,24.951,0.66724,0.28584,35.79,0
26.137,24.98,0,0.29528,35.908,0
26.273,25.009,0.65559,0.30546,36.033,0
26.273,25.04,0,0.31335,36.158,0
26.398,25.071,0.68594,0.32116,36.281,0
26.467,25.103,0.68517,0.33056,36.42,0
26.467,25.136,0,0.3417,36.554,0
26.467,25.17,0,0.35023,36.686,0
26.467,25.205,0,0.35702,36.814,0
26.467,25.241,0,0.36438,36.938,0
26.787,25.277,0.37863,0.36798,37.137,0
26.826,25.314,0.2458,0.36898,37.296,0
26.859,25.351,0.10949,0.36836,37.443,0
26.878,25.388,-0.038875,0.36465,37.6,0
26.878,25.424,0,0.35426,37.747,0
26.878,25.46,0,0.34155,37.89,0
26.847,25.494,-0.14398,0.33214,38.021,0
26.847,25.527,0,0.31901,38.154,0
26.808,25.559,-0.13642,0.30694,38.278,0
26.8,25.59,-0.12583,0.29771,38.407,0
26.8,25.62,0,0.28551,38.526,0
26.769,25.648,-0.18438,0.27635,38.645,0
26.76,25.676,-0.21459,0.26735,38.756,0
26.76,25.703,0,0.25407,38.863,0
26.721,25.728,-0.16149,0.24517,38.961,0
26.71,25.752,-0.093208,0.2367,39.065,0
26.693,25.776,-0.019974,0.22683,39.159,0
26.692,25.799,0.039242,0.22105,39.249,0
26.699,25.821,0.037823,0.21749,39.332,0
26.699,25.843,0,0.21449,39.419,0
26.717,25.864,0.064751,0.21135,39.507,0
26.727,25.885,0.090418,0.2088,39.599,0
