14.886,14.886,-0.63897,0,35.5,2.4927
14.886,14.886,0,-0.0050911,35.5,0
14.886,14.886,0,-0.0092419,35.5,0
14.886,14.885,0,-0.012966,35.5,0
14.675,14.884,-0.40419,-0.016586,35.481,1.8779
14.635,14.882,-0.38143,-0.019643,35.461,1.8794
14.635,14.88,0,-0.023142,35.436,0.47765
14.635,14.878,0,-0.026265,35.412,0.46438
14.635,14.875,0,-0.028678,35.388,0.45229
14.472,14.872,-0.38255,-0.031946,35.334,2.3302
14.472,14.869,0,-0.034932,35.294,0.8022
14.388,14.866,-0.38632,-0.038306,35.233,2.5818
14.354,14.862,-0.36547,-0.040751,35.179,2.5612
14.312,14.858,-0.35306,-0.043928,35.129,2.612
14.312,14.853,0,-0.046198,35.075,1.1272
14.312,14.849,0,-0.049114,35.021,1.1063
14.312,14.844,0,-0.051602,34.967,1.0862
14.312,14.839,0,-0.053484,34.914,1.0674
14.312,14.833,0,-0.056642,34.862,1.0443
14.089,14.828,-0.51488,-0.060317,34.768,4.1783
14.032,14.822,-0.56895,-0.064687,34.695,4.7248
14.032,14.815,0,-0.06973,34.617,1.6891
14.032,14.808,0,-0.075348,34.539,1.6502
14.032,14.801,0,-0.080949,34.462,1.6103
14.032,14.792,0,-0.085649,34.385,1.5723
14.032,14.784,0,-0.090415,34.309,1.5331
14.032,14.775,0,-0.095353,34.235,1.4924
13.554,14.765,-0.83393,-0.10222,33.996,8.5869
13.554,14.755,0,-0.1095,33.875,2.7517
13.554,14.744,0,-0.11663,33.756,2.6885
13.554,14.733,0,-0.12467,33.637,2.6202
13.554,14.72,0,-0.13346,33.52,2.5472
13.554,14.707,0,-0.1419,33.404,2.4738
12.97,14.692,-1.0528,-0.15099,33.119,13.301
12.97,14.677,0,-0.16046,32.947,4.1614
12.97,14.661,0,-0.17048,32.777,4.0583
12.97,14.644,0,-0.18207,32.609,3.9456
12.97,14.626,0,-0.19276,32.442,3.8345
12.97,14.607,0,-0.2051,32.277,3.7137
12.97,14.586,0,-0.21694,32.115,3.5929
12.114,14.565,-1.3269,-0.22876,31.692,20.796
12.114,14.542,0,-0.2413,31.448,6.3363
11.847,14.518,-1.509,-0.25507,31.189,25.067
11.847,14.492,0,-0.27003,30.923,7.0106
11.547,14.465,-1.5361,-0.28606,30.631,26.882
11.547,14.436,0,-0.30248,30.341,7.7901
11.237,14.406,-1.534,-0.31968,30.026,28.157
11.082,14.374,-1.5094,-0.33708,29.712,28.321
10.928,14.341,-1.5249,-0.35519,29.369,29.222
10.928,14.305,0,-0.37255,29.03,9.3631
10.635,14.268,-1.5291,-0.39145,28.665,30.386
10.48,14.229,-1.5509,-0.41149,28.291,31.37
10.326,14.188,-1.581,-0.4321,27.914,32.513
10.326,14.144,0,-0.45411,27.53,10.724
10.326,14.099,0,-0.47867,27.15,10.356
9.8188,14.051,-1.7507,-0.50477,26.685,37.864
9.8188,14.001,0,-0.53311,26.264,11.789
9.8188,13.947,0,-0.56038,25.848,11.356
9.8188,13.891,0,-0.59118,25.438,10.893
9.8188,13.832,0,-0.62333,25.034,10.415
9.8188,13.77,0,-0.65701,24.636,9.9222
9.8188,13.704,0,-0.69413,24.244,9.4036
8.5248,13.635,-2.0354,-0.73304,23.394,48.299
8.5248,13.561,0,-0.77468,22.887,13.954
8.5248,13.484,0,-0.82048,22.387,13.252
8.5248,13.402,0,-0.86689,21.895,12.54
8.5248,13.315,0,-0.91802,21.412,11.79
7.5169,13.223,-2.055,-0.97172,20.667,50.132
7.5169,13.126,0,-1.0284,20.101,14.734
7.5169,13.023,0,-1.0916,19.545,13.782
6.8888,12.914,-2.1993,-1.1569,18.921,54.024
6.8888,12.798,0,-1.2304,18.324,14.625
6.8888,12.675,0,-1.3066,17.74,13.501
6.2229,12.545,-2.1442,-1.3918,17.088,51.555
6.0111,12.406,-2.1351,-1.4808,16.452,50.652
6.0111,12.257,0,-1.5772,15.82,13.642
5.5859,12.1,-2.1487,-1.6796,15.165,49.241
5.3758,11.932,-2.1773,-1.7924,14.502,48.815
5.3758,11.753,0,-1.9158,13.856,11.917
4.9312,11.561,-2.1626,-2.0542,13.168,45.429
4.722,11.356,-2.1761,-2.1978,12.497,43.881
4.5006,11.136,-2.2247,-2.3557,11.832,20.182
4.2755,10.9,-2.2287,-2.5291,11.165,18.675
4.2755,10.647,0,-2.7107,10.515,7.7335
4.2755,10.376,0,-5.2,9.8913,21.158
3.5905,9.8562,-2.2926,-5.2,9.2062,6.7356
3.5905,9.3362,0,-5.2,8.6057,13.112
3.5905,8.8162,0,-5.2,8.0571,12.046
3.5905,8.2962,0,-5.2,7.5605,10.98
3.5905,7.7762,0,-5.2,7.1159,9.914
3.5905,7.2562,0,-5.2,6.7234,8.848
2.1726,6.7362,-2.3731,-5.2,5.9572,3.4155
2.1726,6.2162,0,-5.2,5.5269,1.0068
1.7053,5.6962,-2.4116,-8.8,5.1036,0
1.7053,4.8162,0,-8.8,4.7485,0
1.7053,3.9362,0,-8.8,4.4814,0
1.7053,3.0562,0,-8.8,4.3023,0
1.7053,2.1762,0,-8.8,4.2112,0
1.7053,1.2962,0,-8.8,4.2081,0
0.43222,0.41623,-1.2347,-8.8,3.8759,0
0.43222,0,0,-8.8,3.9215,0
0.43222,0,0,-8.8,4.0087,0
0.43222,0,0,-8.8,4.096,0
0.43222,0,0,-8.8,4.1832,0
0.43222,0,0,-8.8,4.2704,0
0.43222,0,0,-8.8,4.3576,0
0.43222,0,0,-8.8,4.4449,0
0.42269,0,1.7838,-8.8,4.3547,0
0.42269,0,0,-8.8,4.441,0
0.42269,0,0,-8.8,4.5273,0
0.42269,0,0,-8.8,4.6135,0
0.42269,0,0,-8.8,4.6998,0
0.42269,0,0,2.5951,4.7861,14.137
0.42269,0.25951,0,2.5092,4.8154,14.76
0.42269,0.51044,0,2.4668,4.8191,15.726
0.42269,0.75711,0,2.4856,4.798,17.235
2.6216,1.0057,2.5153,4.9,5.732,4.5047
2.8707,1.4957,2.5198,4.9,5.8861,5.3646
